"","total_genusmass","simpson","shannon","richness","Bacteria","Eukaryota","Viruses"
"sample_49",1.52844944977631,0.522524130844266,1.1027043563038,30,33.6732097463843,0.0824351057321807,0
"sample_50",0.272873188983579,0.677338013349015,1.40056834032731,13,1.67841537853089,0.015255360868537,0.180275177327414
"sample_51",0.571229795966999,0.597115631566166,1.39406344643212,28,1.46160319519068,2.20367523391194,0.0255797150931883
"sample_52",2.05989763926681,0.217597520681569,0.541819766048882,20,114.293910975523,0.000639147122080297,0.000958720683120444
"sample_53",0.24486981303074,0.431837492667283,1.05685834066548,15,1.7365014295876,0.0192511562477931,0
"sample_54",0.159240194659352,0.579343929258805,1.35727725739583,13,1.40387883079255,0.0384749583991011,0
"sample_55",1.20093369910126,0.122549592418407,0.404455993893358,32,15.7592544727786,0.0870309439760782,0.0339259564127936
"sample_56",1.04191660959023,0.854134416289059,2.0563187542904,32,7.75720341676424,1.73293519233246,1.48748861569928
"sample_57",1.0172229538551,0.89612422511002,2.55327100233075,39,10.3508507198773,0.0522129739966091,0.000714506190481634
"sample_58",0.689427785950767,0.347949217162538,0.761320681409545,15,4.14880319495299,0.0634311677146366,0.669888468224383
"sample_59",0.675798816241758,0.50826809429317,0.958852820283581,25,4.72393033937769,0.00810065582242558,0.00527457728565016
"sample_60",-0.303393235410689,0.781587392467426,1.93878730367827,16,0.345496218342707,0.0200652350386723,0.130776404777791
"sample_61",1.87464990602419,0.462786665421554,0.832423762511087,17,74.9116269269419,0.00221652962493307,0
"sample_62",1.86161833580292,0.644762682024998,1.31334176078716,26,72.6795636404221,0.0190668212451992,0
"sample_63",-0.0386406126139112,0.387661793197901,0.840040470023348,10,0.912527886829194,0.000904112255273151,0.000326818746323289
"sample_64",-0.163875893593988,0.218683773474521,0.561059340979628,9,0.679610985338758,0.0038195502246247,0
"sample_65",0.424369688076598,0.259272491126656,0.69290564127053,17,2.65002814580211,0.00136174518439382,0.000836628361958895
"sample_66",-0.476325710079482,0.882946260068607,2.76308799480184,28,0.314791070222887,0.0180929514193626,0.000857635607782965
"sample_67",0.498534543807468,0.638048242034362,1.46750865824956,23,2.99076168888588,0.0164806724754692,0.142830435405488
"sample_68",1.11048748637108,0.145617718827209,0.378011866446215,13,12.8879575719336,0.0041074469452657,0.00304033392011511
"sample_69",1.33352521184516,0.135628457496522,0.29163963701928,19,20.0586371536681,0.00229274041256581,1.46012594052651
