"","total_genusmass","simpson","shannon","richness","Bacteria","Eukaryota","Viruses"
"sample_25",0.690071040961258,0.0357462189931449,0.129502855979442,14,0.0630182791029907,4.83341427190361,0
"sample_26",2.00620058253763,0.544976263025207,0.875078500287839,4,0.927773652820373,0,52.5510204081632
"sample_27",1.35862083261336,0.822341107025812,2.13739061059033,38,22.1054827767275,0.102487160915474,0.000437355286853615
"sample_28",2.36448944201982,0.838408248021104,2.19324003528804,23,158.850665992033,4.13135593220339,0.423728813559322
"sample_29",1.64981484415091,0.484031471754226,0.78297567464501,55,44.6331687215818,0.0130374529727192,0.000518293694231598
"sample_30",1.52811216473816,0.0695967055720756,0.211372143628066,32,33.6577947942399,0.0796482773135847,0
"sample_31",0.0101391838881003,0.0872328280709062,0.267276814626034,6,1.02160500916357,0.00191558031228669,0
"sample_32",1.42238047524588,0.605776280439349,1.44032060228693,62,26.2976405359852,0.121198922498731,0.0123567021157863
"sample_33",1.65328313384075,0.575826101017019,1.07220244660603,61,40.7784698997264,4.18529890653075,0.0292331017807419
"sample_34",0.330872811391032,0.709973500495248,1.40776035266152,8,1.33381487785776,0.807430301983844,3.85388978877215e-05
"sample_35",1.33916835757161,0.133716009842021,0.293714721862685,17,21.7614285565319,0.0555288738722306,0.0188048474717927
"sample_36",1.36494601113981,0.551594267153473,1.39869694475904,27,22.895388455337,0,0.10239445494644
"sample_37",1.03833816637527,0.0778106361540049,0.251118032435582,20,10.7143019280574,0.180424592175249,0.0281787288449245
"sample_38",1.23712739149535,0.332652501025922,0.55596828546674,7,17.2593428520187,0.00409920654659129,0
"sample_39",0.584254326957033,0.58220009339216,1.00358173261825,10,1.76312426599227,0.010762800194279,2.05845888179102
"sample_40",-0.899548003931763,0.766850967964786,1.77553189022543,6,0.120605585061448,0.00432335444688659,0
"sample_41",1.20372001583351,0.773784281938106,1.99355981090383,36,15.8430332838059,0.0557606467515174,0
"sample_42",-0.136613695028197,0.591318080021041,1.15975055834846,9,0.719641183488992,0.00740657453958769,0
"sample_43",0.66618498461118,0.85530814612778,2.38941792089155,44,4.47108276694484,0.159779709290657,0
"sample_44",0.886295411251827,0.666214262939206,1.32904337818379,19,3.80652589785601,3.80571733963386,0.00205847024178549
"sample_45",1.0379350513297,0.0312423563748861,0.117538822035282,17,10.7818636003767,0.130907638878531,0
"sample_46",1.54556554839167,0.28465325800657,0.805282791259369,98,4.99845225411599,0.484073385213539,29.6231006893424
"sample_47",-0.722713483811777,0.897327257643022,2.82022994152247,31,0.108961054036978,0.0757832088011639,0.0002885648985576
"sample_48",3.38414913865604,0.746429429591306,1.87883666037348,20,2361.03314817513,0,0
"sample_49",-2.40473400036159,0.844397676231412,2.89153221791714,1,0.00329156877577971,0.000591425113160747,1.68978603760213e-05
"sample_50",2.31264788625937,0.151461554861997,0.312269128564416,11,189.614349873591,0.0898985639656101,15.7181928924497
"sample_51",-0.698767714646675,0.511058151394723,0.842353237245491,2,0.0866639579753723,0.00071952207221302,6.42174144784583e-05
"sample_52",3.76499675086698,0.0626573512411869,0.171096284969467,20,5661.37658803654,0.274086378737541,11.2375415282392
"sample_53",-1.31839486175197,0.869286075883168,2.82045430958409,8,0.0323338424143521,0.0146092441410727,0
"sample_54",-1.89500828456498,0.921529879520933,3.10890186390083,4,0.00916840006718442,0.00194996990664144,0
"sample_55",1.43881761527066,0.782250068717437,1.88979788477154,34,26.9651243980372,0.0156266578793996,0
"sample_56",1.30139380783441,0.782647829158723,1.87659723621933,31,19.3069879045656,0.00327478858181606,0.00519659867683846
"sample_57",-0.939167224782594,0.792497008429512,2.1335515243157,14,0.0601865252803565,0.0339352775078384,0
"sample_58",3.45308654253025,0.443516583474944,0.791045651224783,14,2009.88928356057,0.334448160535117,158.653846153847
"sample_59",0.71832822015155,0.825936942934043,2.28998408447687,69,5.14291660473041,0.0333256599362613,0.0370788633820518
"sample_60",-1.23356462152349,0.215783487320862,0.673810010520114,4,0.0548652123953593,0.0032392034312882,3.54287875297146e-05
"sample_61",-0.458951682677966,0.401553969829086,0.851009551734991,10,0.0220918475967036,0.0586147900662151,0.00473506371501735
"sample_62",2.64441219558765,0.538811803495088,0.881416898192119,15,178.795456644895,0,20.9127040962475
"sample_63",-0.432733344684778,0.133114375700925,0.352581632792799,4,0.00206209002542481,0.00491883342468231,0.0188227958536862
"sample_64",2.40892269450069,0.00757545409967231,0.0284008663880753,13,0.966267209028709,0,255.433156048648
"sample_65",1.14383341709352,0.889893026527387,2.48949199443817,42,13.6938472356392,0.00900757329046652,0.0802020467978077
"sample_66",0.950161142626711,0.815628690400238,2.15658290171353,62,8.86294720353615,0.0366740114030701,0.0154736164523743
"sample_67",-0.833525343766895,0.824916090370507,2.49617256329864,13,0.131105368142965,0.000337027150907277,0.0122926218725654
"sample_68",-0.194818005715318,0.199626121675661,0.731264377439907,11,0.0403228414100055,0.00758115241438832,0.585832377779199
"sample_69",-2.01165633408898,0.704132375679549,1.79809036280714,1,0.00350998464900474,0.0011561063760156,0
"sample_70",-1.85008797102252,0.870918222538853,2.93164709325197,3,0.0062411105725335,0.0030069307628579,0.000219901044529962
"sample_71",3.0853563100251,0.216921759693386,0.401782020422268,20,3.49448934466904,0.322094741267187,1068.97362200494
